team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Ecuador,16 Oct  2017,71.0,72.0,5.0,72.0,72.0,5.0,5.0
Tunisia,16 Oct  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,16 Oct  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,16 Oct  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,16 Oct  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,16 Oct  2017,79.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,16 Oct  2017,75.0,74.0,6.0,73.0,75.0,5.0,6.0
South Africa,16 Oct  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,16 Oct  2017,69.0,65.0,2.0,70.0,67.0,2.0,2.0
Côte d'Ivoire,16 Oct  2017,75.0,77.0,3.0,77.0,76.0,6.0,3.0
Chile,16 Oct  2017,78.0,77.0,27.0,78.0,78.0,7.0,27.0
Colombia,16 Oct  2017,81.0,78.0,23.0,78.0,79.0,7.0,23.0
Peru,16 Oct  2017,73.0,69.0,14.0,72.0,71.0,3.0,14.0
Egypt,16 Oct  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,16 Oct  2017,74.0,71.0,12.0,69.0,71.0,2.0,12.0
Bolivia,16 Oct  2017,67.0,66.0,6.0,66.0,67.0,1.0,6.0
India,16 Oct  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,16 Oct  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,16 Oct  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,16 Oct  2017,72.0,69.0,2.0,75.0,72.0,2.0,2.0
Morocco,16 Oct  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,16 Oct  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,16 Oct  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,16 Oct  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,16 Oct  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,16 Oct  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,12 Oct  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,12 Oct  2017,83.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,12 Oct  2017,81.0,83.0,30.0,80.0,83.0,9.0,30.0
Spain,12 Oct  2017,84.0,86.0,32.0,86.0,86.0,9.0,32.0
France,12 Oct  2017,84.0,81.0,61.0,85.0,84.0,9.0,61.0
Germany,12 Oct  2017,82.0,83.0,63.0,85.0,85.0,10.0,63.0
Argentina,12 Oct  2017,82.0,80.0,38.0,85.0,82.0,9.0,38.0
Portugal,12 Oct  2017,86.0,80.0,37.0,82.0,83.0,8.0,37.0
Turkey,12 Oct  2017,78.0,79.0,12.0,76.0,77.0,6.0,12.0
Nigeria,12 Oct  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,12 Oct  2017,75.0,76.0,7.0,77.0,78.0,5.0,7.0
Russia,12 Oct  2017,77.0,75.0,6.0,76.0,76.0,6.0,6.0
Mexico,12 Oct  2017,79.0,77.0,50.0,78.0,78.0,7.0,50.0
Uruguay,12 Oct  2017,85.0,81.0,12.0,74.0,80.0,7.0,12.0
Greece,12 Oct  2017,81.0,79.0,5.0,74.0,77.0,6.0,5.0
Croatia,12 Oct  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,12 Oct  2017,73.0,68.0,2.0,72.0,70.0,5.0,2.0
Serbia,12 Oct  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,12 Oct  2017,72.0,71.0,5.0,73.0,73.0,5.0,5.0
Switzerland,12 Oct  2017,75.0,76.0,6.0,78.0,78.0,5.0,6.0
Sweden,12 Oct  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Republic of Ireland,12 Oct  2017,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,12 Oct  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,12 Oct  2017,83.0,85.0,35.0,84.0,84.0,7.0,35.0
United States,12 Oct  2017,75.0,74.0,24.0,77.0,76.0,6.0,24.0
Norway,12 Oct  2017,74.0,73.0,9.0,73.0,74.0,4.0,9.0
Paraguay,12 Oct  2017,76.0,73.0,3.0,75.0,74.0,4.0,3.0
Ukraine,12 Oct  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,12 Oct  2017,82.0,77.0,20.0,75.0,78.0,5.0,20.0
Bulgaria,12 Oct  2017,70.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,12 Oct  2017,71.0,69.0,7.0,71.0,71.0,3.0,7.0
Scotland,12 Oct  2017,75.0,73.0,8.0,75.0,74.0,4.0,8.0
Romania,12 Oct  2017,79.0,71.0,9.0,72.0,73.0,5.0,9.0
Austria,12 Oct  2017,77.0,77.0,4.0,78.0,77.0,4.0,4.0
Wales,12 Oct  2017,82.0,78.0,12.0,73.0,75.0,4.0,12.0
Slovenia,12 Oct  2017,74.0,73.0,1.0,75.0,75.0,5.0,1.0
Ecuador,12 Oct  2017,71.0,72.0,5.0,72.0,72.0,5.0,5.0
Tunisia,12 Oct  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,12 Oct  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,12 Oct  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,12 Oct  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,12 Oct  2017,79.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,12 Oct  2017,75.0,74.0,6.0,73.0,75.0,5.0,6.0
South Africa,12 Oct  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,12 Oct  2017,69.0,65.0,2.0,70.0,67.0,2.0,2.0
Côte d'Ivoire,12 Oct  2017,75.0,77.0,3.0,77.0,76.0,6.0,3.0
Chile,12 Oct  2017,78.0,77.0,27.0,78.0,78.0,7.0,27.0
Colombia,12 Oct  2017,81.0,78.0,23.0,78.0,79.0,7.0,23.0
Peru,12 Oct  2017,73.0,69.0,14.0,72.0,71.0,3.0,14.0
Egypt,12 Oct  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,12 Oct  2017,74.0,71.0,12.0,69.0,71.0,2.0,12.0
Bolivia,12 Oct  2017,67.0,66.0,6.0,66.0,67.0,1.0,6.0
India,12 Oct  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,12 Oct  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,12 Oct  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,12 Oct  2017,72.0,69.0,2.0,75.0,72.0,2.0,2.0
Morocco,12 Oct  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,12 Oct  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,12 Oct  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,12 Oct  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,12 Oct  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,12 Oct  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,09 Oct  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,09 Oct  2017,84.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,09 Oct  2017,82.0,83.0,30.0,83.0,83.0,9.0,30.0
Spain,09 Oct  2017,84.0,86.0,32.0,86.0,85.0,9.0,32.0
France,09 Oct  2017,84.0,81.0,61.0,85.0,84.0,9.0,61.0
Germany,09 Oct  2017,82.0,83.0,63.0,85.0,85.0,10.0,63.0
Argentina,09 Oct  2017,82.0,80.0,38.0,85.0,82.0,9.0,38.0
Portugal,09 Oct  2017,86.0,80.0,37.0,82.0,82.0,8.0,37.0
Turkey,09 Oct  2017,78.0,79.0,12.0,76.0,77.0,6.0,12.0
Nigeria,09 Oct  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,09 Oct  2017,76.0,76.0,7.0,78.0,78.0,5.0,7.0
Russia,09 Oct  2017,77.0,75.0,6.0,76.0,76.0,6.0,6.0
Mexico,09 Oct  2017,79.0,77.0,50.0,77.0,78.0,7.0,50.0
Uruguay,09 Oct  2017,85.0,81.0,12.0,74.0,80.0,7.0,12.0
Greece,09 Oct  2017,81.0,79.0,5.0,74.0,77.0,6.0,5.0
Croatia,09 Oct  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,09 Oct  2017,73.0,68.0,2.0,72.0,70.0,5.0,2.0
Serbia,09 Oct  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,09 Oct  2017,72.0,71.0,5.0,73.0,72.0,5.0,5.0
Switzerland,09 Oct  2017,74.0,76.0,6.0,78.0,78.0,5.0,6.0
Sweden,09 Oct  2017,77.0,76.0,8.0,77.0,76.0,5.0,8.0
Republic of Ireland,09 Oct  2017,76.0,76.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,09 Oct  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,09 Oct  2017,83.0,85.0,35.0,84.0,84.0,7.0,35.0
United States,09 Oct  2017,75.0,74.0,24.0,77.0,76.0,6.0,24.0
Norway,09 Oct  2017,74.0,72.0,9.0,74.0,74.0,4.0,9.0
Paraguay,09 Oct  2017,76.0,73.0,3.0,75.0,74.0,4.0,3.0
Ukraine,09 Oct  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,09 Oct  2017,82.0,77.0,20.0,75.0,78.0,5.0,20.0
Bulgaria,09 Oct  2017,70.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,09 Oct  2017,71.0,70.0,7.0,72.0,71.0,3.0,7.0
Scotland,09 Oct  2017,74.0,73.0,8.0,75.0,74.0,4.0,8.0
Romania,09 Oct  2017,79.0,71.0,9.0,72.0,73.0,5.0,9.0
Austria,09 Oct  2017,77.0,77.0,4.0,78.0,77.0,4.0,4.0
Wales,09 Oct  2017,82.0,77.0,12.0,73.0,75.0,4.0,12.0
Slovenia,09 Oct  2017,74.0,73.0,1.0,75.0,74.0,5.0,1.0
Ecuador,09 Oct  2017,73.0,72.0,5.0,73.0,73.0,5.0,5.0
Tunisia,09 Oct  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,09 Oct  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,09 Oct  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,09 Oct  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,09 Oct  2017,82.0,79.0,25.0,81.0,81.0,8.0,25.0
Czech Republic,09 Oct  2017,75.0,74.0,6.0,75.0,75.0,5.0,6.0
South Africa,09 Oct  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,09 Oct  2017,72.0,65.0,2.0,65.0,67.0,2.0,2.0
Côte d'Ivoire,09 Oct  2017,78.0,76.0,3.0,78.0,77.0,6.0,3.0
Chile,09 Oct  2017,78.0,77.0,27.0,78.0,78.0,7.0,27.0
Colombia,09 Oct  2017,81.0,78.0,23.0,78.0,79.0,7.0,23.0
Peru,09 Oct  2017,73.0,69.0,14.0,72.0,71.0,3.0,14.0
Egypt,09 Oct  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,09 Oct  2017,74.0,71.0,12.0,69.0,71.0,2.0,12.0
Bolivia,09 Oct  2017,68.0,67.0,6.0,66.0,67.0,1.0,6.0
India,09 Oct  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,09 Oct  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,09 Oct  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,09 Oct  2017,72.0,69.0,2.0,74.0,72.0,2.0,2.0
Morocco,09 Oct  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,09 Oct  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,09 Oct  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,09 Oct  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,09 Oct  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,09 Oct  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,05 Oct  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,05 Oct  2017,84.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,05 Oct  2017,82.0,83.0,30.0,83.0,83.0,9.0,30.0
Spain,05 Oct  2017,84.0,86.0,32.0,86.0,85.0,9.0,32.0
France,05 Oct  2017,84.0,81.0,61.0,85.0,84.0,9.0,61.0
Germany,05 Oct  2017,82.0,83.0,63.0,85.0,85.0,10.0,63.0
Argentina,05 Oct  2017,82.0,80.0,38.0,85.0,82.0,9.0,38.0
Portugal,05 Oct  2017,86.0,80.0,37.0,82.0,82.0,8.0,37.0
Turkey,05 Oct  2017,78.0,79.0,12.0,76.0,77.0,6.0,12.0
Nigeria,05 Oct  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,05 Oct  2017,76.0,76.0,7.0,78.0,78.0,5.0,7.0
Russia,05 Oct  2017,77.0,75.0,6.0,76.0,76.0,6.0,6.0
Mexico,05 Oct  2017,79.0,77.0,50.0,77.0,78.0,7.0,50.0
Uruguay,05 Oct  2017,85.0,81.0,12.0,74.0,80.0,7.0,12.0
Greece,05 Oct  2017,81.0,79.0,5.0,74.0,77.0,6.0,5.0
Croatia,05 Oct  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,05 Oct  2017,73.0,68.0,2.0,72.0,70.0,5.0,2.0
Serbia,05 Oct  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,05 Oct  2017,72.0,71.0,5.0,73.0,72.0,5.0,5.0
Switzerland,05 Oct  2017,74.0,76.0,6.0,78.0,78.0,5.0,6.0
Sweden,05 Oct  2017,77.0,76.0,8.0,77.0,76.0,5.0,8.0
Republic of Ireland,05 Oct  2017,76.0,76.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,05 Oct  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,05 Oct  2017,83.0,85.0,35.0,84.0,84.0,7.0,35.0
United States,05 Oct  2017,75.0,74.0,24.0,77.0,76.0,6.0,24.0
Norway,05 Oct  2017,74.0,72.0,9.0,74.0,74.0,4.0,9.0
Paraguay,05 Oct  2017,76.0,73.0,3.0,75.0,74.0,4.0,3.0
Ukraine,05 Oct  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,05 Oct  2017,82.0,77.0,20.0,75.0,78.0,5.0,20.0
Bulgaria,05 Oct  2017,70.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,05 Oct  2017,71.0,70.0,7.0,72.0,71.0,3.0,7.0
Scotland,05 Oct  2017,74.0,73.0,8.0,75.0,74.0,4.0,8.0
Romania,05 Oct  2017,79.0,71.0,9.0,72.0,73.0,5.0,9.0
Austria,05 Oct  2017,77.0,77.0,4.0,78.0,77.0,4.0,4.0
Wales,05 Oct  2017,82.0,77.0,12.0,73.0,75.0,4.0,12.0
Slovenia,05 Oct  2017,74.0,73.0,1.0,75.0,74.0,5.0,1.0
Ecuador,05 Oct  2017,73.0,72.0,5.0,73.0,73.0,5.0,5.0
Tunisia,05 Oct  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,05 Oct  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,05 Oct  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,05 Oct  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,05 Oct  2017,82.0,79.0,25.0,81.0,81.0,8.0,25.0
Czech Republic,05 Oct  2017,75.0,74.0,6.0,75.0,75.0,5.0,6.0
South Africa,05 Oct  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,05 Oct  2017,72.0,65.0,2.0,65.0,67.0,2.0,2.0
Côte d'Ivoire,05 Oct  2017,78.0,76.0,3.0,78.0,77.0,6.0,3.0
Chile,05 Oct  2017,78.0,77.0,27.0,78.0,78.0,7.0,27.0
Colombia,05 Oct  2017,81.0,78.0,23.0,78.0,79.0,7.0,23.0
Peru,05 Oct  2017,73.0,69.0,14.0,72.0,71.0,3.0,14.0
Egypt,05 Oct  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,05 Oct  2017,74.0,71.0,12.0,69.0,71.0,2.0,12.0
Bolivia,05 Oct  2017,68.0,67.0,6.0,66.0,67.0,1.0,6.0
India,05 Oct  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,05 Oct  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,05 Oct  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,05 Oct  2017,72.0,69.0,2.0,74.0,72.0,2.0,2.0
Morocco,05 Oct  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,05 Oct  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,05 Oct  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,05 Oct  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,05 Oct  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,05 Oct  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,02 Oct  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,02 Oct  2017,84.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,02 Oct  2017,82.0,83.0,30.0,83.0,83.0,9.0,30.0
Spain,02 Oct  2017,84.0,86.0,32.0,86.0,86.0,9.0,32.0
France,02 Oct  2017,84.0,81.0,61.0,85.0,84.0,9.0,61.0
Germany,02 Oct  2017,82.0,83.0,63.0,85.0,85.0,10.0,63.0
Argentina,02 Oct  2017,87.0,82.0,38.0,81.0,83.0,9.0,38.0
Portugal,02 Oct  2017,86.0,80.0,37.0,82.0,82.0,8.0,37.0
Turkey,02 Oct  2017,78.0,79.0,12.0,76.0,77.0,6.0,12.0
Nigeria,02 Oct  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,02 Oct  2017,76.0,77.0,7.0,78.0,78.0,5.0,7.0
Russia,02 Oct  2017,77.0,75.0,6.0,76.0,76.0,6.0,6.0
Mexico,02 Oct  2017,79.0,77.0,50.0,78.0,78.0,7.0,50.0
Uruguay,02 Oct  2017,85.0,81.0,12.0,76.0,80.0,7.0,12.0
Greece,02 Oct  2017,81.0,77.0,5.0,75.0,76.0,6.0,5.0
Croatia,02 Oct  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,02 Oct  2017,73.0,68.0,2.0,72.0,70.0,5.0,2.0
Serbia,02 Oct  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,02 Oct  2017,72.0,71.0,5.0,73.0,73.0,5.0,5.0
Switzerland,02 Oct  2017,74.0,76.0,6.0,78.0,78.0,5.0,6.0
Sweden,02 Oct  2017,77.0,76.0,8.0,77.0,76.0,5.0,8.0
Republic of Ireland,02 Oct  2017,76.0,76.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,02 Oct  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,02 Oct  2017,83.0,85.0,35.0,84.0,84.0,7.0,35.0
United States,02 Oct  2017,75.0,74.0,24.0,77.0,76.0,6.0,24.0
Norway,02 Oct  2017,74.0,73.0,9.0,72.0,73.0,4.0,9.0
Paraguay,02 Oct  2017,75.0,73.0,3.0,74.0,74.0,4.0,3.0
Ukraine,02 Oct  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,02 Oct  2017,82.0,77.0,20.0,75.0,78.0,5.0,20.0
Bulgaria,02 Oct  2017,70.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,02 Oct  2017,71.0,70.0,7.0,72.0,71.0,3.0,7.0
Scotland,02 Oct  2017,74.0,73.0,8.0,74.0,74.0,4.0,8.0
Romania,02 Oct  2017,79.0,71.0,9.0,72.0,73.0,5.0,9.0
Austria,02 Oct  2017,77.0,77.0,4.0,78.0,77.0,4.0,4.0
Wales,02 Oct  2017,82.0,77.0,12.0,73.0,75.0,4.0,12.0
Slovenia,02 Oct  2017,74.0,73.0,1.0,75.0,74.0,5.0,1.0
Ecuador,02 Oct  2017,75.0,70.0,5.0,75.0,73.0,5.0,5.0
Tunisia,02 Oct  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,02 Oct  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,02 Oct  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,02 Oct  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,02 Oct  2017,82.0,79.0,25.0,81.0,81.0,8.0,25.0
Czech Republic,02 Oct  2017,75.0,74.0,6.0,75.0,75.0,5.0,6.0
South Africa,02 Oct  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,02 Oct  2017,72.0,65.0,2.0,65.0,67.0,2.0,2.0
Côte d'Ivoire,02 Oct  2017,79.0,76.0,3.0,78.0,77.0,6.0,3.0
Chile,02 Oct  2017,79.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,02 Oct  2017,80.0,77.0,23.0,78.0,78.0,7.0,23.0
Peru,02 Oct  2017,71.0,68.0,14.0,72.0,71.0,3.0,14.0
Egypt,02 Oct  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,02 Oct  2017,74.0,72.0,12.0,71.0,72.0,2.0,12.0
Bolivia,02 Oct  2017,75.0,66.0,6.0,67.0,67.0,1.0,6.0
India,02 Oct  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,02 Oct  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,02 Oct  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,02 Oct  2017,72.0,69.0,2.0,74.0,72.0,2.0,2.0
Morocco,02 Oct  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,02 Oct  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,02 Oct  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,02 Oct  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,02 Oct  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,02 Oct  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,28 Sep  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,28 Sep  2017,84.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,28 Sep  2017,82.0,83.0,30.0,83.0,83.0,9.0,30.0
Spain,28 Sep  2017,84.0,86.0,32.0,86.0,86.0,9.0,32.0
France,28 Sep  2017,84.0,81.0,61.0,85.0,84.0,9.0,61.0
Germany,28 Sep  2017,82.0,83.0,63.0,85.0,85.0,10.0,63.0
Argentina,28 Sep  2017,87.0,82.0,38.0,81.0,83.0,9.0,38.0
Portugal,28 Sep  2017,86.0,80.0,37.0,82.0,82.0,8.0,37.0
Turkey,28 Sep  2017,78.0,79.0,12.0,76.0,77.0,6.0,12.0
Nigeria,28 Sep  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,28 Sep  2017,76.0,77.0,7.0,78.0,78.0,5.0,7.0
Russia,28 Sep  2017,77.0,75.0,6.0,76.0,76.0,6.0,6.0
Mexico,28 Sep  2017,79.0,77.0,50.0,78.0,78.0,7.0,50.0
Uruguay,28 Sep  2017,85.0,81.0,12.0,76.0,80.0,7.0,12.0
Greece,28 Sep  2017,81.0,77.0,5.0,75.0,76.0,6.0,5.0
Croatia,28 Sep  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,28 Sep  2017,73.0,68.0,2.0,72.0,70.0,5.0,2.0
Serbia,28 Sep  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,28 Sep  2017,72.0,71.0,5.0,73.0,73.0,5.0,5.0
Switzerland,28 Sep  2017,74.0,76.0,6.0,78.0,78.0,5.0,6.0
Sweden,28 Sep  2017,77.0,76.0,8.0,77.0,76.0,5.0,8.0
Republic of Ireland,28 Sep  2017,76.0,76.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,28 Sep  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,28 Sep  2017,83.0,85.0,35.0,84.0,84.0,7.0,35.0
United States,28 Sep  2017,75.0,74.0,24.0,77.0,76.0,6.0,24.0
Norway,28 Sep  2017,74.0,73.0,9.0,72.0,73.0,4.0,9.0
Paraguay,28 Sep  2017,75.0,73.0,3.0,74.0,74.0,4.0,3.0
Ukraine,28 Sep  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,28 Sep  2017,82.0,77.0,20.0,75.0,78.0,5.0,20.0
Bulgaria,28 Sep  2017,70.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,28 Sep  2017,71.0,70.0,7.0,72.0,71.0,3.0,7.0
Scotland,28 Sep  2017,74.0,73.0,8.0,74.0,74.0,4.0,8.0
Romania,28 Sep  2017,79.0,71.0,9.0,72.0,73.0,5.0,9.0
Austria,28 Sep  2017,77.0,77.0,4.0,78.0,77.0,4.0,4.0
Wales,28 Sep  2017,82.0,77.0,12.0,73.0,75.0,4.0,12.0
Slovenia,28 Sep  2017,74.0,73.0,1.0,75.0,74.0,5.0,1.0
Ecuador,28 Sep  2017,75.0,70.0,5.0,75.0,73.0,5.0,5.0
Tunisia,28 Sep  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,28 Sep  2017,68.0,73.0,1.0,73.0,71.0,2.0,1.0
Hungary,28 Sep  2017,72.0,71.0,2.0,72.0,72.0,4.0,2.0
China PR,28 Sep  2017,71.0,69.0,6.0,70.0,70.0,3.0,6.0
Netherlands,28 Sep  2017,82.0,79.0,25.0,81.0,81.0,8.0,25.0
Czech Republic,28 Sep  2017,75.0,74.0,6.0,75.0,75.0,5.0,6.0
South Africa,28 Sep  2017,72.0,70.0,0.0,72.0,72.0,4.0,0.0
New Zealand,28 Sep  2017,72.0,65.0,2.0,65.0,67.0,2.0,2.0
Côte d'Ivoire,28 Sep  2017,79.0,76.0,3.0,78.0,77.0,6.0,3.0
Chile,28 Sep  2017,79.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,28 Sep  2017,80.0,77.0,23.0,78.0,78.0,7.0,23.0
Peru,28 Sep  2017,71.0,68.0,14.0,72.0,71.0,3.0,14.0
Egypt,28 Sep  2017,79.0,70.0,8.0,71.0,72.0,5.0,8.0
Venezuela,28 Sep  2017,74.0,72.0,12.0,71.0,72.0,2.0,12.0
Bolivia,28 Sep  2017,75.0,66.0,6.0,67.0,67.0,1.0,6.0
India,28 Sep  2017,63.0,58.0,5.0,58.0,60.0,1.0,5.0
Canada,28 Sep  2017,68.0,66.0,4.0,69.0,68.0,2.0,4.0
Saudi Arabia,28 Sep  2017,73.0,73.0,1.0,73.0,72.0,4.0,1.0
Iceland,28 Sep  2017,72.0,69.0,2.0,74.0,72.0,2.0,2.0
Morocco,28 Sep  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
